set,source,model,n_test,h_rel_l2_mean,h_rel_l2_median,c_rel_l2_mean,c_rel_l2_median,mbe_w_mean_final,mbe_c_mean_final,front_error_mean_cm,bt_mae_hours,n_breakthrough,run_dir
E6_extreme_peaktime_v1,regshift_e0_iid_s42,m2_score,29,0.24741798827844322,0.2195882357882648,0.18327677353806235,0.13410855596152155,13.767719268798828,162.38710021972656,7.529549578723989,9.68,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_iid_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_s42,m1,29,0.24704411694548334,0.22166303491525544,0.17049056537836837,0.15069267447234322,15.626357078552246,136.1528778076172,7.342979744493591,14.16,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_s42,m2_data,29,0.23725683171915135,0.20372535060023975,0.15504107651815313,0.12156907682303984,9.094315528869629,140.46890258789062,5.613114606093455,7.92,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_s42,m2_score,29,0.23725683171915135,0.20372535060023975,0.15504107651815313,0.12156907682303984,9.094315528869629,140.46890258789062,5.613114606093455,7.92,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_time_s42,m1,29,0.23283949790236927,0.20171930563887883,0.17258011307238577,0.14092290683022096,14.199943542480469,150.31927490234375,6.861202019169064,6.88,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_time_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_time_s42,m2_data,29,0.2359454475088941,0.197941384902889,0.16613124230390722,0.1373016019672959,12.145462989807129,148.52508544921875,6.816431375800818,6.96,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_time_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_time_s42,m2_score,29,0.2503208182562062,0.23259408083052502,0.19317899412853684,0.14440483483576044,9.18740177154541,110.39337921142578,7.065184190424547,16.32,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_time_s42
E6_extreme_peaktime_v1,regshift_e0_ood_peak_time_s42,m2_phase2_score,29,0.2503208182562062,0.23259408083052502,0.19317899412853684,0.14440483483576044,9.18740177154541,110.39337921142578,7.065184190424547,16.32,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_e0_ood_peak_time_s42
E6_extreme_peaktime_v1,regshift_iid_s42,m1,29,0.1957740067077901,0.19210690119473403,0.14882933731370313,0.14120250974172516,8.327356338500977,152.63070678710938,6.893849626712795,6.92,25,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_iid_s42
E6_extreme_peaktime_v1,regshift_iid_s42,m2_data,29,0.20327539427729066,0.19617736042067158,0.13849493885706515,0.11100538298999911,8.93139362335205,150.93553161621094,6.152779335894411,4.166666666666667,24,/root/autodl-tmp/repo/experiments/qtop_func/runs_revision/e6e8_eval__E6_extreme_peaktime_v1__regshift_iid_s42
