run_key,scenario,family,model,axis,bin,n,rel_l2_h_mean,rel_l2_h_median,rel_l2_c_mean,rel_l2_c_median,bt_mae_hours,n_bt
ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,p90_p95,36,0.22269344935343355,0.21417177943100654,0.1021909128631892,0.06538618273263791,3.3125,32
ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,p95_p98,25,0.28391511169806555,0.2695738414126223,0.14464954990913814,0.13201521615207934,6.857142857142857,21
ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,p98_p100,14,0.2615558804409165,0.23737783290777717,0.10592403627292904,0.06641663340400433,4.083333333333333,12
ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak_time,p00_p90,53,0.24931738684604723,0.23183176069281636,0.10683036950607525,0.06673545263191819,4.617021276595745,47
ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak_time,p98_p100,22,0.252854672386708,0.23057723579930214,0.14163811521828554,0.0757050015958051,4.555555555555555,18
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m1,q_top_peak,p00_p90,68,0.23435553820118377,0.21965034509532702,0.10649651189908253,0.07674464580187974,7.344827586206897,58
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m1,q_top_peak,p90_p95,2,0.22467570392643982,0.22467570392643982,0.040760261394222876,0.040760261394222876,2.5,2
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m1,q_top_peak,p95_p98,4,0.22144554988632492,0.2180238393752051,0.14533849202537583,0.1476279397037238,1.6666666666666667,3
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m1,q_top_peak,p98_p100,2,0.24086299585545412,0.24086299585545412,0.10666866622971467,0.10666866622971467,14.5,2
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m1,q_top_peak_time,p98_p100,76,0.23359258153670504,0.22312285520408653,0.1068154556906183,0.07674464580187974,7.153846153846154,65
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak,p00_p90,68,0.22382564802018806,0.20982085294084735,0.0939516065708418,0.06953145239836252,6.689655172413793,58
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak,p90_p95,2,0.2164421393887393,0.2164421393887393,0.029685286428836263,0.029685286428836263,0.5,2
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak,p95_p98,4,0.19962284100165914,0.2068178901570784,0.10683990286599991,0.10510184128374248,4.666666666666667,3
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak,p98_p100,2,0.22323953672879068,0.22323953672879068,0.09334594101226715,0.09334594101226715,14.0,2
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak_time,p98_p100,76,0.22234208923176957,0.21253836674457194,0.09292278043636118,0.06832828687384145,6.630769230769231,65
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p00_p90,68,0.22382564802018806,0.20982085294084735,0.0939516065708418,0.06953145239836252,6.689655172413793,58
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p90_p95,2,0.2164421393887393,0.2164421393887393,0.029685286428836263,0.029685286428836263,0.5,2
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p95_p98,4,0.19962284100165914,0.2068178901570784,0.10683990286599991,0.10510184128374248,4.666666666666667,3
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p98_p100,2,0.22323953672879068,0.22323953672879068,0.09334594101226715,0.09334594101226715,14.0,2
ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak_time,p98_p100,76,0.22234208923176957,0.21253836674457194,0.09292278043636118,0.06832828687384145,6.630769230769231,65
shift_iid,iid,shift_unbounded,m1,q_top_peak,p00_p90,96,0.2616499660833,0.24009461759378226,0.16163107347140482,0.12165794189383669,10.011904761904763,84
shift_iid,iid,shift_unbounded,m1,q_top_peak,p90_p95,9,0.29072421015229927,0.25973550808794277,0.14650253821986853,0.16585538402233632,6.625,8
shift_iid,iid,shift_unbounded,m1,q_top_peak,p95_p98,4,0.269659483126511,0.22331084137053797,0.20080187512668538,0.23079365908325233,20.333333333333332,3
