part,run_key,scenario,family,model,axis,severity_bin,severity_rank,n,rel_l2_h_mean,rel_l2_h_median,rel_l2_c_mean,rel_l2_c_median,bt_mae_hours
A,ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak,p95_p98,2,4,0.19962284100165914,0.2068178901570784,0.10683990286599991,0.10510184128374248,4.666666666666667
A,ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_data,q_top_peak,p98_p100,3,2,0.22323953672879068,0.22323953672879068,0.09334594101226715,0.09334594101226715,14.0
B,e6e8_eval__E6_extreme_peak_v1__iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,peak_5.5,4,29,0.4074803123098174,0.374822881785204,0.3042185455162215,0.30369557967251987,12.96
B,e6e8_eval__E6_extreme_peak_v1__iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,peak_6.5,5,27,0.4412810495975244,0.3382752620633645,0.2930427573160545,0.2764547335626102,15.833333333333334
B,e6e8_eval__E6_extreme_peak_v1__iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,peak_8.0,6,22,0.5421631709914784,0.4322660833670601,0.5341647406643873,0.3365973897034658,19.38888888888889
B,e6e8_eval__E6_extreme_peak_v1__ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,peak_5.5,4,29,0.34304996059963555,0.2691540963922837,0.21579530693910903,0.192366424577354,4.08
B,e6e8_eval__E6_extreme_peak_v1__ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,peak_6.5,5,27,0.29728362263176966,0.2743096937899449,0.1676701058920604,0.11926847378349471,7.458333333333333
B,e6e8_eval__E6_extreme_peak_v1__ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,peak_8.0,6,22,0.3750282631354214,0.31376444443940305,0.29427179419675903,0.19315697455241498,9.777777777777779
B,e6e8_eval__E6_extreme_peak_v1__ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,peak_5.5,4,29,0.3449417071794566,0.31758626626344205,0.21205776348078242,0.1923251788485913,9.92
B,e6e8_eval__E6_extreme_peak_v1__ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,peak_6.5,5,27,0.2860822671153864,0.26214702201196116,0.2226217329405772,0.22438002085000766,10.708333333333334
B,e6e8_eval__E6_extreme_peak_v1__ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,peak_8.0,6,22,0.34028374568750624,0.2974517913598712,0.30874850308963353,0.18250780501252073,13.944444444444445
A,iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,p00_p90,0,96,0.25408467416657365,0.2501730944130258,0.12181895405596334,0.08902612824930002,10.488095238095237
A,iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,p90_p95,1,9,0.28175060793347734,0.27573315122570335,0.11751562537722943,0.12260727380616024,6.625
A,iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,p95_p98,2,4,0.25843418553618325,0.2720263982918216,0.16054572054967547,0.19365498147830423,18.333333333333332
A,iid_baseline,iid,deeponet_baseline,m2_score,q_top_peak,p98_p100,3,3,0.310386093088259,0.3574444217816669,0.12198313427070955,0.12578596807237985,15.666666666666666
A,ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,p90_p95,1,36,0.22269344935343355,0.21417177943100654,0.1021909128631892,0.06538618273263791,3.3125
A,ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,p95_p98,2,25,0.28391511169806555,0.2695738414126223,0.14464954990913814,0.13201521615207934,6.857142857142857
A,ood_peak_baseline,ood_peak,deeponet_baseline,m2_score,q_top_peak,p98_p100,3,14,0.2615558804409165,0.23737783290777717,0.10592403627292904,0.06641663340400433,4.083333333333333
A,ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p00_p90,0,68,0.22382564802018806,0.20982085294084735,0.0939516065708418,0.06953145239836252,6.689655172413793
A,ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p90_p95,1,2,0.2164421393887393,0.2164421393887393,0.029685286428836263,0.029685286428836263,0.5
A,ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p95_p98,2,4,0.19962284100165914,0.2068178901570784,0.10683990286599991,0.10510184128374248,4.666666666666667
A,ood_peaktime_baseline,ood_peak_time,deeponet_baseline,m2_score,q_top_peak,p98_p100,3,2,0.22323953672879068,0.22323953672879068,0.09334594101226715,0.09334594101226715,14.0
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m1,q_top_peak,peak_5.5,4,29,0.273694475017443,0.2691400238001238,0.27032873513425026,0.2225467071698325,10.28
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m1,q_top_peak,peak_6.5,5,27,0.30867079792428204,0.2528164405331798,0.20447804597288777,0.13619244364300762,11.333333333333334
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m1,q_top_peak,peak_8.0,6,22,0.35574592216777096,0.28897000630590264,0.29690872899014514,0.24441792911322635,18.055555555555557
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,peak_5.5,4,29,0.2711301548409297,0.26507489001864987,0.22021393292523134,0.21781262272686927,8.04
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,peak_6.5,5,27,0.29244090544312557,0.27788920284008123,0.14566603604069003,0.11338172135911236,5.166666666666667
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,peak_8.0,6,22,0.34736965345338566,0.33852218471727336,0.2683955888466429,0.2318557372639941,12.944444444444445
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,peak_5.5,4,29,0.2456036079737144,0.22246003445455034,0.1777126203486252,0.16867020606644362,5.64
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,peak_6.5,5,27,0.2632358179240177,0.2515401494942724,0.1724925278194275,0.12871630316847146,4.5
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,peak_8.0,6,22,0.2874518867351925,0.2507131611469216,0.2286886999074019,0.14805276986355048,7.611111111111111
A,regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p00_p90,0,96,0.21549084798173568,0.19166272484572994,0.10091777522583441,0.06721748519460792,3.9761904761904763
A,regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p90_p95,1,9,0.21303981681529877,0.22814650641305406,0.08232378977919692,0.08080535467777443,3.625
A,regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p95_p98,2,4,0.1855780336879987,0.1691660050825044,0.11683105985198483,0.1186924233814157,10.666666666666666
A,regshift_iid_s123,iid,regshift_bounded,m1,q_top_peak,p98_p100,3,3,0.2685698163210078,0.24341283351902654,0.07757093293973306,0.0804852213789297,3.3333333333333335
A,regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p00_p90,0,96,0.22478128044778525,0.2149581545399183,0.11313318017731301,0.09574043265588195,9.571428571428571
A,regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p90_p95,1,9,0.2464413610043026,0.2853256341536225,0.10044322789837704,0.09016748334379912,6.0
A,regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p95_p98,2,4,0.16527540830363938,0.1398112327438051,0.13679443621896675,0.13301638349718753,17.333333333333332
A,regshift_iid_s42,iid,regshift_bounded,m1,q_top_peak,p98_p100,3,3,0.3451124411261211,0.3564912588051351,0.09060408119217368,0.08678570120109029,11.0
A,regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p00_p90,0,96,0.21834200153166383,0.21342822134113454,0.1058016262416418,0.07078791370259582,2.8333333333333335
A,regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p90_p95,1,9,0.20989666960404552,0.2109654437041619,0.08456006272642685,0.09756902931860753,3.75
A,regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p95_p98,2,4,0.19574270362082785,0.15527740437911017,0.15018996665806592,0.11823972584279953,11.0
A,regshift_iid_s456,iid,regshift_bounded,m1,q_top_peak,p98_p100,3,3,0.3503879322394064,0.29818933887044846,0.11894075709243727,0.08169661308965913,2.3333333333333335
A,regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak,p90_p95,1,36,0.23577198948223613,0.20762984800709505,0.1077299986984465,0.07283714564520713,2.9375
A,regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak,p95_p98,2,25,0.2513272449218576,0.25494196526250795,0.1221960152556376,0.09072418435833685,7.619047619047619
A,regshift_ood_peak_s123,ood_peak,regshift_bounded,m1,q_top_peak,p98_p100,3,14,0.26147159751358073,0.22225358505119464,0.13054628007211083,0.08278490464419597,4.833333333333333
A,regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,p90_p95,1,36,0.24922836748398092,0.23745561055169184,0.10005212075482188,0.09130280008728525,5.65625
A,regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,p95_p98,2,25,0.26076981213191147,0.23882045253722473,0.1244472145764093,0.10172121082891628,10.904761904761905
A,regshift_ood_peak_s42,ood_peak,regshift_bounded,m1,q_top_peak,p98_p100,3,14,0.2597242685299068,0.2309010266958581,0.1171252219421647,0.09186666176940557,5.25
A,regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak,p90_p95,1,36,0.20545531461222416,0.1932530638125001,0.07661777518227426,0.061230239779235446,3.21875
A,regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak,p95_p98,2,25,0.2338863335562619,0.2169990962958226,0.10272310076625982,0.07465602129639513,7.142857142857143
A,regshift_ood_peak_s456,ood_peak,regshift_bounded,m1,q_top_peak,p98_p100,3,14,0.25555266254662606,0.21915782064157616,0.10141862810604182,0.07886364349607226,2.25
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m1,q_top_peak,p00_p90,0,68,0.2168211281862617,0.19803336499553315,0.10561846079984771,0.0754287805885073,5.5344827586206895
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m1,q_top_peak,p90_p95,1,2,0.2147610702645284,0.2147610702645284,0.04523794935893017,0.04523794935893017,1.5
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m1,q_top_peak,p95_p98,2,4,0.20194719732078376,0.216910499607695,0.0964712135719606,0.09359746332738136,4.666666666666667
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m1,q_top_peak,p98_p100,3,2,0.21304650223679264,0.21304650223679264,0.10477553806910411,0.10477553806910411,14.5
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p00_p90,0,68,0.1852351597979688,0.17177667218715365,0.09909748583425664,0.061383660839778094,3.1724137931034484
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p90_p95,1,2,0.18211633841131525,0.18211633841131525,0.03598642658867233,0.03598642658867233,0.0
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p95_p98,2,4,0.1828298270140206,0.20317732290626442,0.10137546454055144,0.06898604987784178,2.3333333333333335
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m1,q_top_peak,p98_p100,3,2,0.19132000577089608,0.19132000577089608,0.07141315865697598,0.07141315865697598,2.5
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m1,q_top_peak,p00_p90,0,68,0.21258600078104206,0.20885242725332265,0.11114061719344126,0.07030705693216331,4.5
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m1,q_top_peak,p90_p95,1,2,0.17311965455826545,0.17311965455826545,0.0414314159937259,0.0414314159937259,0.0
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m1,q_top_peak,p95_p98,2,4,0.2039813950920797,0.2259935821832867,0.12260264246335638,0.1131343809346039,2.6666666666666665
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m1,q_top_peak,p98_p100,3,2,0.20986844541214372,0.20986844541214372,0.088933050812839,0.088933050812839,13.5
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,peak_5.5,4,29,0.2553985100368445,0.24530447140419243,0.23211276192984218,0.22339361140115585,7.76
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,peak_6.5,5,27,0.32294011830864777,0.27494522527409815,0.19839974402431368,0.13046292921492703,7.695652173913044
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,peak_8.0,6,22,0.3618201984748212,0.27825855049591386,0.3027462993286225,0.24830920679649363,10.777777777777779
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,peak_5.5,4,29,0.25704932979058764,0.23423186920056435,0.2090350061883729,0.17374243950298246,7.8
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,peak_6.5,5,27,0.3009666196502983,0.3069482729675728,0.18017380069112654,0.12133793209080956,8.75
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,peak_8.0,6,22,0.3487033729006011,0.32176929357543965,0.263112028321797,0.19690206943973496,14.722222222222221
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,peak_5.5,4,29,0.24398062165899145,0.2157074936853866,0.16946806744894877,0.16001553230253282,5.12
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,peak_6.5,5,27,0.2592920046784095,0.21436866734508622,0.16418249694188983,0.1367228689154253,5.041666666666667
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,peak_8.0,6,22,0.2797671899197542,0.2539206814590049,0.23028594344176237,0.168238611796242,6.055555555555555
A,regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p00_p90,0,96,0.20613059373669865,0.18081802966623411,0.08894184588965771,0.05829615233652888,3.4166666666666665
A,regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p90_p95,1,9,0.21195142732548647,0.21501435757823817,0.0683148034974196,0.05942127983474919,3.875
A,regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p95_p98,2,4,0.17587258496157232,0.1673950229189835,0.10855371865730429,0.11324044537917058,3.0
A,regshift_iid_s123,iid,regshift_bounded,m2_data,q_top_peak,p98_p100,3,3,0.2671757991925801,0.24035987794319144,0.05807706422572651,0.06672857478044072,1.6666666666666667
A,regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p00_p90,0,96,0.2028220068140928,0.1945835825006505,0.08668501501641042,0.060996661169495606,5.178571428571429
A,regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p90_p95,1,9,0.20881907148372575,0.2210821962953992,0.06415300115786285,0.056255736412829875,3.0
A,regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p95_p98,2,4,0.17096206182140583,0.15013949083330852,0.10688341645214611,0.10758926710889567,12.666666666666666
A,regshift_iid_s42,iid,regshift_bounded,m2_data,q_top_peak,p98_p100,3,3,0.33814664131530997,0.2661163308495795,0.06938219476889279,0.06931382787580623,4.0
A,regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p00_p90,0,96,0.21590051358748194,0.19010794807972103,0.10314541915419488,0.060296238015359015,4.380952380952381
A,regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p90_p95,1,9,0.19343679345472028,0.19071359069416172,0.06561542195874591,0.06521812898387484,3.125
A,regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p95_p98,2,4,0.2090969497702177,0.1866995320065294,0.14043689608767154,0.11892503778209762,13.666666666666666
A,regshift_iid_s456,iid,regshift_bounded,m2_data,q_top_peak,p98_p100,3,3,0.3334784608912426,0.31922552866416565,0.07008636970080599,0.07239564992268578,4.0
A,regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak,p90_p95,1,36,0.24672196654743025,0.24113842768478497,0.10496767114664028,0.06660022320714445,2.90625
A,regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak,p95_p98,2,25,0.25826145202886863,0.24577205011721,0.1191481708198317,0.08868156017019244,5.714285714285714
A,regshift_ood_peak_s123,ood_peak,regshift_bounded,m2_data,q_top_peak,p98_p100,3,14,0.2754382601296546,0.23862394226497757,0.13107441352214386,0.09132283201958358,5.25
A,regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,p90_p95,1,36,0.21502241682450973,0.2032701630447,0.08543724179317452,0.06290212138945189,6.15625
A,regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,p95_p98,2,25,0.23363083119911845,0.19211693144917164,0.11067559547333371,0.08578552670551752,11.571428571428571
A,regshift_ood_peak_s42,ood_peak,regshift_bounded,m2_data,q_top_peak,p98_p100,3,14,0.24340138402131295,0.21073717293454994,0.10809758415180494,0.0784585217330395,4.833333333333333
A,regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak,p90_p95,1,36,0.20161834597297731,0.19483121141842197,0.072005974020168,0.05258102938245729,2.34375
A,regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak,p95_p98,2,25,0.22060600255341004,0.21616985336651903,0.09187667213391727,0.07598945522085629,7.333333333333333
A,regshift_ood_peak_s456,ood_peak,regshift_bounded,m2_data,q_top_peak,p98_p100,3,14,0.25669236841406323,0.25515145289741265,0.08849527731328187,0.0623385924970337,1.8333333333333333
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p00_p90,0,68,0.21609743142905974,0.20526516216798196,0.1075814807412769,0.07533241836027818,6.586206896551724
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p90_p95,1,2,0.20125471221832836,0.20125471221832836,0.04133319530324852,0.04133319530324852,1.5
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p95_p98,2,4,0.21509256182625994,0.21670820162272136,0.10237073678006331,0.09993940428232677,3.6666666666666665
A,regshift_ood_time_s123,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p98_p100,3,2,0.21344580856327708,0.21344580856327708,0.09659613590163277,0.09659613590163277,15.0
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p00_p90,0,68,0.1797089722026381,0.17834922810963785,0.08968369772627537,0.05811620488755553,3.3684210526315788
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p90_p95,1,2,0.1648178353495865,0.1648178353495865,0.03597853118139244,0.03597853118139244,1.0
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p95_p98,2,4,0.1796652706289095,0.2053438421449948,0.08179658074777785,0.08279962068498029,1.0
A,regshift_ood_time_s42,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p98_p100,3,2,0.19588205732546923,0.19588205732546923,0.07668274183927146,0.07668274183927146,2.5
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p00_p90,0,68,0.21004929575027156,0.20145730227584635,0.10641846847591406,0.07395403605985329,5.448275862068965
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p90_p95,1,2,0.1372940544278053,0.1372940544278053,0.029385547063259784,0.029385547063259784,0.0
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p95_p98,2,4,0.19576633305943372,0.20831926063873907,0.09545898269749399,0.0947899651335215,1.3333333333333333
A,regshift_ood_time_s456,ood_peak_time,regshift_bounded,m2_data,q_top_peak,p98_p100,3,2,0.1945338791887448,0.1945338791887448,0.11200398762141861,0.11200398762141861,1.5
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_phase2_score,q_top_peak,peak_5.5,4,29,0.2540510658445103,0.2321727670269382,0.1826835899776664,0.17117981809062188,9.32
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_phase2_score,q_top_peak,peak_6.5,5,27,0.2706234901151942,0.25714952359122817,0.19221761549954502,0.15630013966261758,15.208333333333334
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_phase2_score,q_top_peak,peak_8.0,6,22,0.2927638842220981,0.26208748855429387,0.28026531135082267,0.2187808044740413,16.944444444444443
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m2_score,q_top_peak,peak_5.5,4,29,0.26046380505342714,0.24753884553107547,0.21750497176228129,0.20769409750462922,7.64
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m2_score,q_top_peak,peak_6.5,5,27,0.3064471343155006,0.29585294166670517,0.18326331929234085,0.11974081570254495,7.0
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_iid_s42,iid,regshift_bounded,m2_score,q_top_peak,peak_8.0,6,22,0.36802672758022675,0.3005727199313861,0.2857366488963162,0.24798448262312317,8.352941176470589
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m2_score,q_top_peak,peak_5.5,4,29,0.25704932979058764,0.23423186920056435,0.2090350061883729,0.17374243950298246,7.8
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m2_score,q_top_peak,peak_6.5,5,27,0.3009666196502983,0.3069482729675728,0.18017380069112654,0.12133793209080956,8.75
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_s42,ood_peak,regshift_bounded,m2_score,q_top_peak,peak_8.0,6,22,0.3487033729006011,0.32176929357543965,0.263112028321797,0.19690206943973496,14.722222222222221
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_score,q_top_peak,peak_5.5,4,29,0.2540510658445103,0.2321727670269382,0.1826835899776664,0.17117981809062188,9.32
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_score,q_top_peak,peak_6.5,5,27,0.2706234901151942,0.25714952359122817,0.19221761549954502,0.15630013966261758,15.208333333333334
B,e6e8_eval__E6_extreme_peak_v1__regshift_e0_ood_peak_time_s42,ood_peak_time,regshift_bounded,m2_score,q_top_peak,peak_8.0,6,22,0.2927638842220981,0.26208748855429387,0.28026531135082267,0.2187808044740413,16.944444444444443
B,e6e8_eval__E6_extreme_peak_v1__shift_iid,iid,shift_unbounded,m1,q_top_peak,peak_5.5,4,29,0.3889795060308868,0.3610517582851423,0.30444571511064095,0.29059763732169414,11.52
B,e6e8_eval__E6_extreme_peak_v1__shift_iid,iid,shift_unbounded,m1,q_top_peak,peak_6.5,5,27,0.3763190149816887,0.34308534059085166,0.29659998391208153,0.20975846471511667,13.75
B,e6e8_eval__E6_extreme_peak_v1__shift_iid,iid,shift_unbounded,m1,q_top_peak,peak_8.0,6,22,0.4391336806208867,0.3904352684299347,0.4827040703337204,0.4117157798009119,15.117647058823529
B,e6e8_eval__E6_extreme_peak_v1__shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,peak_5.5,4,29,0.3708367916477191,0.3357534830388679,0.31236303179522673,0.26163428510299425,12.64
B,e6e8_eval__E6_extreme_peak_v1__shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,peak_6.5,5,27,0.36641403605354594,0.33633322940129823,0.28895879988529805,0.19410797860916332,12.708333333333334
B,e6e8_eval__E6_extreme_peak_v1__shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,peak_8.0,6,22,0.41674523348827086,0.32642585785400074,0.4119864615380569,0.30564751216743946,14.5
A,shift_iid,iid,shift_unbounded,m1,q_top_peak,p00_p90,0,96,0.2616499660833,0.24009461759378226,0.16163107347140482,0.12165794189383669,10.011904761904763
A,shift_iid,iid,shift_unbounded,m1,q_top_peak,p90_p95,1,9,0.29072421015229927,0.25973550808794277,0.14650253821986853,0.16585538402233632,6.625
A,shift_iid,iid,shift_unbounded,m1,q_top_peak,p95_p98,2,4,0.269659483126511,0.22331084137053797,0.20080187512668538,0.23079365908325233,20.333333333333332
A,shift_iid,iid,shift_unbounded,m1,q_top_peak,p98_p100,3,3,0.3560360141718982,0.3231994254293646,0.16557404882609186,0.16892382226281555,16.333333333333332
A,shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,p90_p95,1,36,0.29791117736239364,0.2608998028747749,0.17427276103934403,0.1316782326503421,7.28125
A,shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,p95_p98,2,25,0.29547825725696825,0.2567184369163956,0.1789584608303216,0.1467732168744988,10.857142857142858
A,shift_ood_peak,ood_peak,shift_unbounded,m1,q_top_peak,p98_p100,3,14,0.31469053997907653,0.2871189147312567,0.20225337274478053,0.18554927291628662,6.75
B,e6e8_eval__E6_extreme_peak_v1__shift_iid,iid,shift_unbounded,m2_data,q_top_peak,peak_5.5,4,29,0.3298096151150248,0.29756634451042346,0.2384769396468099,0.1942796425551304,8.04
B,e6e8_eval__E6_extreme_peak_v1__shift_iid,iid,shift_unbounded,m2_data,q_top_peak,peak_6.5,5,27,0.30805185391173295,0.2581655770043079,0.23690236260038502,0.17053180404332588,12.583333333333334
B,e6e8_eval__E6_extreme_peak_v1__shift_iid,iid,shift_unbounded,m2_data,q_top_peak,peak_8.0,6,22,0.3455854955740373,0.28306899640970296,0.341803817312643,0.28875872087072707,16.055555555555557
B,e6e8_eval__E6_extreme_peak_v1__shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak,peak_5.5,4,29,0.28827559426148236,0.2607615596858572,0.23658938508006175,0.21790163573415786,6.76
B,e6e8_eval__E6_extreme_peak_v1__shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak,peak_6.5,5,27,0.32608449789976074,0.30790832628750836,0.22902014287781877,0.14585247873197468,6.833333333333333
B,e6e8_eval__E6_extreme_peak_v1__shift_ood_peak,ood_peak,shift_unbounded,m2_data,q_top_peak,peak_8.0,6,22,0.4304017798173769,0.3838463606055673,0.3788459018002697,0.24655471913016055,10.222222222222221
A,shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p00_p90,0,96,0.18798419018950488,0.16866168581581706,0.10748023930713145,0.07549041221386049,5.119047619047619
A,shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p90_p95,1,9,0.20183933997214884,0.21226431392605247,0.08773497793176992,0.09590345776250254,3.5
A,shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p95_p98,2,4,0.11520015210294854,0.11528971361184964,0.09519537277482654,0.09418603246885775,12.666666666666666
A,shift_iid,iid,shift_unbounded,m2_data,q_top_peak,p98_p100,3,3,0.259194184320598,0.18159770762435523,0.09939954994851859,0.0778867955563948,6.666666666666667
